CodeCIS;VoiesAdministration
69233747;orale
61172819;orale
67525425;orale
66282810;orale
62028825;orale
60890357;orale
66628949;orale
62176770;orale
69126300;orale
65028570;orale
63312942;orale
69592038;intraveineuse
69457193;orale
65923811;cutanée
61923340;orale
69369640;orale
67545424;orale
65193458;orale
66957955;orale
63707042;orale
65644605;intraveineuse
69805340;orale
69829455;orale
61729937;orale
65834394;orale
65958239;orale
69226514;orale
68937321;orale
63559394;orale
63140752;orale
61591226;orale
64135391;orale
69533805;orale
66545656;orale
61406236;cutanée
63339544;cutanée
64828545;orale
67517243;orale
67163702;orale
66640136;cutanée
63273126;cutanée
64330943;cutanée
60836690;cutanée
61304893;cutanée
60655327;cutanée
63577894;cutanée
69329400;cutanée
68162667;cutanée
65949635;cutanée
64613820;cutanée
67543971;cutanée
66104409;cutanée
69957490;cutanée
63035534;cutanée
65539860;ophtalmique
66520560;ophtalmique
65126598;intraveineuse
69206903;orale
65636245;orale
64728922;orale
68601502;auriculaire
69358697;ophtalmique
69501024;ophtalmique
67901977;auriculaire
68053454;orale
67535309;orale
64073139;orale
62844636;orale
60756034;orale
67204533;orale
66661714;sous-cutanée
64386835;sous-cutanée
69063985;cutanée
60368423;cutanée
61920718;orale
60445250;cutanée
68022576;orale
61324700;orale
64506804;orale
69766567;orale
66044086;orale
66940678;orale
67298098;orale
69726341;orale
69056275;orale
60340413;orale
68315675;orale
61371194;orale
62848182;orale
61194947;orale
66093934;orale
65655384;orale
69236138;orale
69504052;orale
68645993;orale
67216375;orale
62664969;orale
62985754;orale
61081440;orale
64656654;orale
69831050;orale
66234776;orale
63389223;orale
61156868;cutanée
62521985;cutanée
64130266;cutanée
69095919;cutanée
65323040;orale
62729908;cutanée
68986222;intraveineuse
69014721;intraveineuse
62938313;orale
66866758;orale
61440256;orale
66685697;orale
62875749;orale
62751915;orale
63431715;orale
61695417;orale
61230539;orale
66662862;orale
66063916;orale
68747076;orale
69093245;orale
67706265;orale
65466309;intraveineuse
69264461;intraveineuse
61456011;orale
61378274;orale
67984909;orale
61085944;intraveineuse
61904596;intraveineuse
60921386;intraveineuse
66255471;intraveineuse
63652083;orale
62445726;orale
60010885;orale
64988770;orale
61161203;orale
65101513;orale
62124275;intraveineuse
66182315;orale
60703576;intraveineuse
62450285;orale
69687290;orale
66754951;orale
68637637;orale
65152899;orale
61479138;orale
68578854;orale
64228123;rectale
63324453;intraveineuse
68405756;intraveineuse
62067536;intraveineuse
67403581;intraveineuse
62572606;intraveineuse
63882433;intraveineuse
68377584;intraveineuse
67697485;intraveineuse
67271457;intraveineuse
65722331;intraveineuse
62029749;intraveineuse
63339238;intraveineuse
62426576;intraveineuse
68377552;intraveineuse
68924181;intraveineuse
62432376;intraveineuse
69042418;intraveineuse
63587319;orale
62845713;orale
66956006;orale
68491591;orale
63610814;orale
62976285;orale
62705280;orale
63303231;orale
61874594;orale
68745118;orale
69440226;orale
62071253;orale
69771920;orale
66320467;orale
68885675;orale
68822739;orale
63076463;intra-articulaire
68553908;intra-articulaire
61026771;orale
64240232;orale
69884932;orale
65973294;intraveineuse
64673970;intraveineuse
68255648;intraveineuse
69967748;orale
65414928;cutanée
69225597;cutanée
60730566;intraveineuse
64539416;orale
61155773;orale
67140810;orale
67707794;orale
62607530;orale
63332717;orale
65018843;orale
67458001;orale
62074559;orale
64226827;orale
64969873;orale
63339576;cutanée
60021312;cutanée
61696661;intraveineuse
63807217;intraveineuse
68356362;orale
62913185;orale
64430025;orale
68293225;orale
69875082;orale
68879206;orale
65040811;orale
60814021;orale
60726518;orale
64419694;orale
65441220;orale
62939721;orale
65988136;orale
64255017;orale
61966605;orale
64907971;orale
64888574;orale
66142160;orale
63532803;orale
69702372;orale
69837295;orale
68129222;orale
69468962;orale
65326798;orale
65576684;orale
60671178;orale
69132627;orale
61394570;orale
67210002;orale
61552134;orale
65880178;orale
67197409;orale
61594165;orale
61904023;orale
67121653;orale
64712373;orale
65451225;orale
67040450;orale
65675209;intraveineuse
67668455;orale
67951898;intraveineuse
67557120;intraveineuse
64602464;cutanée
67365045;cutanée
60702684;cutanée
68933458;cutanée
67320566;orale
64628249;intraveineuse
68208043;orale
67365650;orale
66257038;orale
69652396;orale
66298750;orale
61847608;orale
65893688;orale
63185288;intramusculaire
68739332;orale
69886424;orale
63378604;intraveineuse
62322104;intraveineuse
63104382;intraveineuse
61117445;intraveineuse
67984396;intraveineuse
67342541;cutanée
60490256;cutanée
61312395;cutanée
66815710;cutanée
68990516;cutanée
69724301;cutanée
63053030;intraveineuse
68439477;intraveineuse
61229953;intraveineuse
65338028;orale
68990612;orale
68837972;orale
60887980;orale
61649829;orale
60528874;orale
63066063;orale
67971897;orale
68235154;orale
68437921;orale
64604935;orale
66324953;orale
63095428;orale
67602487;orale
65534176;orale
68045849;orale
67548153;orale
62806062;orale
67088979;orale
67233727;orale
68348757;orale
61767507;orale
67036338;orale
63275675;orale
64132502;orale
63356668;orale
61142968;orale
68519902;orale
60124999;orale
65519167;orale
61323662;orale
60209937;orale
69974746;orale
63744998;intramusculaire
62788550;intramusculaire
68072846;intramusculaire
69902540;intramusculaire
69316926;intrathécale
65019468;cutanée
62633525;cutanée
64421453;intraveineuse
65542326;orale
63416987;orale
67630807;orale
68429134;intraveineuse
61511155;intraveineuse
64847691;intraveineuse
68428349;orale
62129151;intraveineuse
65934042;intraveineuse
67705206;intraveineuse
60618275;orale
61690968;orale
69391170;orale
68735825;orale
67465476;orale
66788131;orale
68354703;orale
61491877;orale
65485074;orale
68159596;orale
69376250;orale
61247556;orale
68576604;orale
64814983;orale
67045967;orale
65764558;orale
67167437;orale
64656992;cutanée
69155138;orale
61547030;orale
67305500;orale
63826452;orale
66943254;orale
65167709;cutanée
66100745;cutanée
69118289;cutanée
60341255;cutanée
62961109;sublinguale
63904029;sublinguale
61914601;cutanée
60293376;cutanée
62632252;orale
67883568;cutanée
66969644;cutanée
67523901;orale
69674784;cutanée
60972701;cutanée
64921914;cutanée
61681809;cutanée
64944585;orale
60904643;orale
62351650;orale
62049552;orale
64406362;orale
68755482;cutanée
69326728;cutanée
69938052;cutanée
65183478;cutanée
60743994;orale
64975157;orale
68066715;orale
61062536;cutanée
67569165;cutanée
64993290;cutanée
61331730;orale
65201168;cutanée
64913650;cutanée
62652746;intrathécale
61836184;intrathécale
65283158;intraveineuse
65231841;inhalée
62867040;intrathécale
67400941;cutanée
68690771;cutanée
61995489;voie buccale autre
62298240;voie buccale autre
67338728;ophtalmique
65931808;inhalée
69568368;cutanée
62379272;cutanée
63266847;orale
65008233;rectale
63813519;orale
63013865;cutanée
68317509;cutanée
63486220;orale
63070147;orale
61564097;vaginale
62972842;vaginale
69346531;orale
69990800;orale
61429046;orale
60657189;ophtalmique
66359096;ophtalmique
65521773;orale
65913639;orale
69174918;intramusculaire
65456578;intramusculaire
60495328;intramusculaire
69401508;intramusculaire
65590890;intramusculaire
68826958;orale
60756917;orale
63930084;orale
60047182;orale
65789643;cutanée
63659423;cutanée
61111385;cutanée
63343820;orale
67059059;orale
69458135;orale
60876980;orale
62680140;orale
67015899;orale
62698455;orale
65111532;intraveineuse
63709164;intraveineuse
66228022;intraveineuse
65136222;cutanée
63629145;cutanée
66912547;cutanée
60689692;cutanée
67064661;orale
63918395;orale
64237574;orale
64677698;orale
66017541;orale
62711493;intraveineuse
60477650;orale
68655884;orale
68951381;orale
61662919;orale
65657321;orale
65724318;intramusculaire
69626704;cutanée
69228091;cutanée
67708750;cutanée
60309065;cutanée
64249879;cutanée
68259696;orale
66838901;orale
61687655;orale
65190921;orale
61385500;orale
60082062;sous-cutanée
67611486;sous-cutanée
67133883;orale
67740837;orale
68703172;rectale
62669813;rectale
64223756;rectale
68685009;rectale
61293112;rectale
63208057;rectale
64380679;rectale
61038663;cutanée
62711696;cutanée
67444539;orale
63548323;orale
68077882;orale
69355498;orale
60754528;orale
68430364;orale
67719818;orale
62305927;intraveineuse
60662396;orale
64408662;orale
68973926;orale
60308369;orale
62092895;orale
61675902;cutanée
65284210;cutanée
61448776;intraveineuse
63569965;ophtalmique
60118715;orale
62390849;orale
60492702;orale
67981927;cutanée
69638813;cutanée
65213430;cutanée
67306367;cutanée
64380476;orale
68925148;cutanée
67240376;cutanée
67948172;cutanée
68131878;orale
67646277;orale
66282874;sublinguale
67141200;orale
62420687;sous-cutanée
63549069;sous-cutanée
65007804;sous-cutanée
66951589;sous-cutanée
63934499;sous-cutanée
67688059;sous-cutanée
67416486;ophtalmique
65942427;orale
61223740;orale
68137895;orale
67398942;orale
66507634;intraveineuse
62782316;ophtalmique
63212842;ophtalmique
62310931;ophtalmique
67481950;orale
66124970;orale
63139718;orale
65045274;orale
68056436;orale
67891013;orale
64631925;orale
63245753;orale
65647836;orale
68364117;orale
60473812;orale
60657997;orale
60660655;orale
65401119;orale
66299756;orale
60068251;orale
64399932;orale
65196707;orale
60187348;orale
60236546;orale
61515189;orale
62216243;orale
66159149;orale
62474418;orale
65314109;orale
65329965;orale
60972480;orale
66473203;orale
67126052;orale
69163754;orale
62884310;orale
66993780;orale
60367022;orale
64441025;orale
67753553;orale
69056122;orale
60068333;orale
63949750;orale
65074781;orale
68391071;orale
60053694;orale
69475939;orale
63849839;orale
60413509;orale
61697763;orale
63614428;orale
63925984;orale
66928996;orale
64202954;orale
69197614;orale
62013232;orale
67220669;sublinguale
69287321;cutanée
60275136;cutanée
61630693;orale
66967223;cutanée
60154309;cutanée
61969156;orale
61529057;orale
62726958;orale
60978476;orale
65294763;orale
69181040;orale
60184590;intraveineuse
66191855;orale
68479386;orale
67273757;orale
63191743;orale
65015968;vaginale
60975672;rectale
66204021;rectale
60132572;rectale
63357706;orale
66391261;orale
64029324;cutanée
60214464;cutanée
67898381;ophtalmique
69943900;ophtalmique
64125828;ophtalmique
68386619;ophtalmique
68737032;ophtalmique
62972454;ophtalmique
63603741;ophtalmique
66499002;ophtalmique
66472119;ophtalmique
69764662;nasale
61750454;cutanée
66182443;cutanée
66291065;cutanée
63193324;cutanée
64650441;cutanée
60215018;sous-cutanée
66071126;sous-cutanée
67649597;sous-cutanée
69811090;intraveineuse
62442395;intraveineuse
63328302;cutanée
65919229;orale
67119257;orale
61633814;cutanée
68940545;cutanée
66671295;orale
60589592;cutanée
65456770;cutanée
60283161;orale
61770453;cutanée
60417646;cutanée
61752640;cutanée
60693833;cutanée
68443568;cutanée
69500463;cutanée
62514065;cutanée
62318935;orale
69164379;orale
61654491;orale
62899611;orale
61186345;cutanée
64401746;cutanée
68665608;cutanée
60002867;cutanée
62363802;intraveineuse
60301200;endotrachéobronchique
64447081;endotrachéobronchique
69643899;cutanée
60809088;cutanée
64600787;cutanée
64700691;sous-cutanée
66819413;cutanée
68081674;cutanée
63172629;sous-cutanée
64500961;orale
68330684;orale
60125777;orale
65915266;orale
65429403;intramusculaire
60232334;intraveineuse
61673399;orale
62163538;orale
63187232;cutanée
62548562;cutanée
63036376;orale
61231445;cutanée
69116135;intraveineuse
68564413;intraveineuse
66852477;orale
68263545;orale
67147922;intraveineuse
68399196;cutanée
66793630;cutanée
61621228;cutanée
67353712;orale
65052653;cutanée
65735122;cutanée
65400896;orale
62028953;orale
67941726;orale
62450997;orale
63539769;orale
63306786;orale
63848228;intraveineuse
65338359;intraveineuse
63022907;orale
65839815;ophtalmique
64781800;orale
68718427;orale
67288307;orale
68675328;orale
63318475;intraveineuse
63625385;intramusculaire
69493862;intrathécale
60369984;intrathécale
69333402;intraveineuse
64762878;intraveineuse
67938406;intrathécale
69140809;intraveineuse
69544933;cutanée
63557849;orale
69580203;cutanée
68474866;orale
63915004;intraveineuse
60054376;intraveineuse
69565411;intraveineuse
67366695;intraveineuse
69656722;intraveineuse
62550435;intraveineuse
69983777;intraveineuse
69812744;intraveineuse
69667569;ophtalmique
65631860;ophtalmique
65730011;cutanée
69394597;ophtalmique
63264636;orale
62887947;orale
67154532;orale
67721153;orale
62815944;orale
65609611;orale
69085818;rectale
61109911;orale
66003374;orale
60281210;orale
63903475;orale
60442980;orale
66745016;orale
60615090;orale
66617130;orale
60064527;orale
60491130;orale
67372837;orale
66356036;orale
63941294;orale
68414260;cutanée
63931033;cutanée
64016362;cutanée
62596393;cutanée
64176064;cutanée
69184289;voie buccale autre
62555293;cutanée
64596029;orale
60909099;orale
64829519;orale
69913330;intramusculaire
62286010;orale
60978355;intramusculaire
66692535;cutanée
61076468;orale
63501761;cutanée
66891373;cutanée
64906556;orale
60385682;orale
67807645;orale
65074386;intraveineuse
64823509;orale
69082149;intraveineuse
61183947;intraveineuse
69064891;intraveineuse
65858420;intraveineuse
62523160;intraveineuse
64457442;intraveineuse
68298553;intraveineuse
68583470;intraveineuse
69024555;intraveineuse
66921973;intraveineuse
61118764;intraveineuse
64576464;intraveineuse
67823902;intraveineuse
64369031;intraveineuse
62594905;intraveineuse
60618229;intraveineuse
65545105;orale
65582420;orale
64226688;orale
65127376;orale
68035755;orale
65685993;orale
65199404;orale
67422090;orale
68493158;orale
63812730;orale
69531462;orale
68205182;orale
69977258;orale
63124787;orale
65602549;orale
69873754;orale
60071233;orale
68320366;orale
60860061;orale
68175216;orale
66824474;orale
62624693;orale
68220711;orale
60803434;orale
65900346;orale
67774362;orale
60047225;sous-cutanée
67352140;intraveineuse
63054335;orale
61881382;orale
69832939;orale
61237544;orale
64560944;orale
68135773;orale
62316578;orale
67055840;orale
64587553;orale
64435289;orale
64498745;orale
65724841;orale
69723943;orale
67089180;orale
61806173;orale
69871956;orale
69309020;orale
66031135;orale
69278411;orale
65729112;orale
60926629;orale
68228291;orale
63818797;orale
69131607;orale
65117670;orale
61184814;orale
64222864;orale
60889547;orale
63834189;orale
63779682;orale
63719525;orale
63697057;orale
64217130;orale
67475449;orale
60688551;orale
67571547;orale
69236394;intraveineuse
63288046;orale
60246750;orale
66299813;orale
65869452;intramusculaire
60588704;orale
67705779;orale
68901510;orale
69651878;orale
62842966;sous-cutanée
64528487;sous-cutanée
68160698;sous-cutanée
69278094;sous-cutanée
60092811;intramusculaire
60928199;intramusculaire
64460075;intramusculaire
64849436;intramusculaire
65085347;intramusculaire
66681414;intramusculaire
67772596;intramusculaire
67699931;intramusculaire
65459503;intramusculaire
68519336;orale
68063822;cutanée
62817482;orale
64427189;intraveineuse
68280975;orale
64232374;orale
61981016;orale
66766640;orale
68587077;orale
66961131;orale
61736814;orale
60992006;orale
61099043;orale
62809489;orale
67963338;orale
66527793;orale
67889980;orale
63539616;orale
66773987;orale
66567713;orale
63003134;orale
69417640;orale
66147613;orale
61786361;orale
60122699;orale
69438015;orale
61628308;orale
66508896;orale
64118189;cutanée
69439245;intraveineuse
64704191;cutanée
63748555;transdermique
64128450;transdermique
61944313;rectale
65569519;rectale
66142235;orale
64419961;orale
69726665;orale
64711862;orale
64639797;orale
68764346;orale
69674026;orale
65505630;orale
65276110;orale
63397330;orale
67133545;voie buccale autre
60088834;orale
68050668;gingivale
67623734;orale
62410472;orale
68206925;intraveineuse
60184188;orale
61174492;orale
61358994;orale
69871995;orale
66508736;orale
60797287;orale
63737879;orale
64319167;orale
62582326;intramusculaire
62429736;intramusculaire
64085814;endosinusale
69990693;intramusculaire
60485985;intrathécale
60498751;orale
63598461;orale
69345098;nasale
61212594;cutanée
63101233;cutanée
66619779;cutanée
64003525;cutanée
66501802;transdermique
64833859;transdermique
65662980;transdermique
64061941;transdermique
62402447;transdermique
61774149;transdermique
64973850;cutanée
62543825;cutanée
62566852;cutanée
67780454;cutanée
62555172;cutanée
69443749;cutanée
61332857;cutanée
67297078;cutanée
67950198;orale
61777782;cutanée
60097833;cutanée
60160707;orale
65760638;orale
69342796;orale
66325208;orale
68537836;intramusculaire
63931930;inhalée
60438793;orale
62125473;orale
60805549;orale
61665534;orale
68452567;orale
60764223;orale
62676761;orale
61223605;orale
67643224;orale
69018901;orale
69924355;orale
65671584;orale
68476319;orale
63820969;orale
63929363;orale
68686709;orale
68344004;orale
67886888;orale
69723039;orale
64199376;orale
66503041;orale
65723604;orale
68165033;orale
68632558;orale
67780949;orale
66428489;orale
62223483;orale
65258151;orale
66325425;orale
64126499;orale
61106705;orale
61801799;orale
62079905;orale
61419568;orale
62022046;orale
63226258;orale
68540501;orale
60239802;orale
68502753;orale
67476946;orale
68123988;orale
68364341;orale
65633530;orale
62186241;ophtalmique
61898734;nasale
66613840;orale
60747455;orale
64645120;intra-artérielle
64617270;orale
63696425;nasale
67656848;ophtalmique
65591476;orale
62350477;infiltration
65515005;intralésionnelle
64926466;intralésionnelle
66025367;infiltration
68973246;infiltration
65822036;intralésionnelle
62365493;intralésionnelle
62121674;cutanée
64634939;intraveineuse
64180995;orale
66694664;intraveineuse
69985582;intraveineuse
61846755;intraveineuse
64729383;intraveineuse
68657230;intraveineuse
67267195;intraveineuse
68106914;ophtalmique
65084430;cutanée
61816559;cutanée
66778233;cutanée
67183929;cutanée
63272113;cutanée
61662513;cutanée
63335649;cutanée
68370337;cutanée
66172278;cutanée
60503789;intraveineuse
67130200;intraveineuse
69874361;orale
65799705;orale
64404361;orale
66303560;orale
67698943;sublinguale
67936106;orale
63830486;orale
63641749;orale
67732819;orale
64809018;orale
61501691;orale
63431170;orale
69581821;orale
60518378;orale
62845364;orale
68480335;transdermique
63334650;transdermique
64605923;intrapéritonéale
60244525;intrapéritonéale
61344350;intrapéritonéale
69854234;intrapéritonéale
60331738;orale
68831670;orale
60150830;orale
68419097;orale
68693244;orale
63463588;intramusculaire
64066269;orale
65148623;orale
66046856;intrapéritonéale
65107085;intrapéritonéale
61598886;intrapéritonéale
60638452;cutanée
62079225;orale
66146187;orale
65569394;orale
62229155;cutanée
69149605;orale
64758214;orale
68276279;orale
61437096;orale
61569856;intramusculaire
68176802;orale
66106869;orale
66023836;orale
66845027;orale
64172183;orale
65460224;cutanée
67411717;orale
69979597;cutanée
66284708;cutanée
65616965;cutanée
63316766;cutanée
62815360;orale
69386789;cutanée
63201536;cutanée
66279344;intramusculaire
64162883;cutanée
64147835;cutanée
62504861;orale
60782890;cutanée
66544465;orale
69232741;cutanée
69895658;cutanée
69674122;cutanée
60848739;cutanée
67647055;cutanée
66316885;cutanée
66584214;orale
67270558;cutanée
65496590;cutanée
67229134;cutanée
64497629;orale
67436923;orale
66319116;cutanée
66091940;cutanée
65004263;cutanée
64944934;cutanée
66388308;cutanée
67207458;cutanée
60158147;cutanée
62734983;cutanée
66488326;orale
62928283;cutanée
62870741;cutanée
60766975;cutanée
62725621;cutanée
67482372;orale
63619119;orale
62904574;cutanée
65312567;orale
61845692;cutanée
62455371;nasale
69718483;cutanée
63066469;cutanée
60875266;orale
61973350;orale
62629288;orale
69783762;orale
60349711;orale
63067592;orale
60784674;orale
66500636;cutanée
63831613;cutanée
66314838;cutanée
67681303;orale
61917063;orale
65458013;intraveineuse
62436200;intraveineuse
61848891;orale
64447761;orale
62481804;orale
65265758;orale
68957644;orale
67981763;orale
61381352;orale
65642287;orale
64121915;orale
60463871;orale
65361009;orale
67828454;orale
64721696;orale
60742508;orale
63590703;orale
62236089;orale
66553119;orale
62285346;orale
68622585;orale
64159780;orale
68238848;orale
60877057;orale
65588277;orale
63541827;orale
63283572;orale
63204984;orale
64336921;orale
66511935;orale
68883635;orale
66138621;orale
66666597;orale
60319789;orale
66101174;voie extracorporelle autre
64914072;orale
68516653;orale
66987336;orale
63514723;cutanée
69611346;cutanée
62613615;cutanée
61892119;orale
66221405;orale
68938811;orale
63542797;orale
69941714;orale
69823317;orale
61567652;orale
66156605;orale
60056815;orale
62626477;orale
68241207;orale
68526925;orale
66019460;orale
62941028;orale
67899960;orale
60445204;orale
63634128;orale
64457645;orale
67704314;intraveineuse
63715217;orale
64050966;cutanée
62098040;cutanée
69537173;orale
64210075;orale
60616445;intraveineuse
62010414;intraveineuse
69337589;cutanée
64435022;cutanée
66707065;cutanée
61938997;cutanée
63923727;cutanée
66132216;cutanée
68163833;endosinusale
63427282;cutanée
61221853;cutanée
60522953;cutanée
60703590;transdermique
69012567;transdermique
61307284;transdermique
69503185;cutanée
62970898;cutanée
68600838;orale
67654911;orale
69224470;orale
63413610;orale
67658315;orale
68085224;orale
61444482;orale
65014229;intraveineuse
66288464;intraveineuse
69010986;intraveineuse
63149018;intraveineuse
68408115;intraveineuse
65894174;intraveineuse
61117819;intraveineuse
65471263;intraveineuse
69659914;intraveineuse
63380548;intraveineuse
61038713;intraveineuse
60726678;intraveineuse
60920277;intraveineuse
62597431;intramusculaire
64285722;orale
67208161;orale
62344129;orale
60609568;orale
65144557;orale
69742445;orale
67091719;orale
68566777;cutanée
69128696;cutanée
64793681;orale
66057393;rectale
60234100;orale
66567738;orale
69309629;orale
61681702;orale
65103838;orale
60310861;rectale
66477582;orale
68794211;orale
64361369;rectale
69002078;orale
67210479;rectale
63368332;orale
65196753;orale
67119691;orale
66731536;orale
67488731;rectale
61903804;orale
69530780;orale
61735267;orale
68513251;orale
63497035;orale
67747372;orale
60641854;orale
66185425;orale
69636399;orale
65089833;orale
60028495;orale
61162305;orale
68691955;orale
66813008;orale
63019537;orale
60508430;gingivale
68669097;orale
60252027;orale
63630635;orale
62128302;orale
68427304;orale
63333858;orale
63394334;orale
60764337;orale
65938724;orale
69916757;orale
60639091;orale
66585953;orale
69139269;orale
66398576;orale
65065017;orale
62417552;orale
68054595;orale
69311110;intra-utérine
66782630;orale
66596864;orale
66317873;orale
61094391;orale
64813949;orale
63912232;orale
64686163;orale
60150467;orale
61768776;orale
61869049;orale
60618161;orale
60044492;orale
62258064;orale
64024786;orale
67257660;orale
63122238;orale
61350780;orale
64312190;orale
64282911;orale
60073907;orale
60715308;orale
61342890;orale
62410369;orale
64461572;orale
68474250;orale
60468103;orale
67989646;orale
64267973;orale
61400781;orale
62705768;orale
63688528;orale
60876140;orale
66014082;orale
68369527;orale
61842034;orale
65651044;orale
60502559;orale
67103299;orale
62382724;orale
67746384;sous-cutanée
65959832;sous-cutanée
62062343;intraveineuse
68393478;orale
66896153;intraveineuse
64548283;intraveineuse
67708864;intraveineuse
63099647;intraveineuse
68296666;intraveineuse
64041547;orale
65013910;ophtalmique
66117506;ophtalmique
62581943;ophtalmique
60023270;ophtalmique
69817200;ophtalmique
61536443;ophtalmique
61444219;ophtalmique
64310442;ophtalmique
69551237;ophtalmique
65014745;ophtalmique
63218382;ophtalmique
62353270;ophtalmique
68569129;ophtalmique
65208682;ophtalmique
60980954;cutanée
66675386;cutanée
67929528;cutanée
69671845;orale
69244971;intraveineuse
63078350;intraveineuse
67301231;orale
65525280;orale
61689364;orale
66978789;orale
67970560;orale
60562606;orale
67020316;orale
64081901;orale
62783375;intraveineuse
62717382;intraveineuse
66837710;intraveineuse
63627532;intraveineuse
69467732;intraveineuse
69833133;intraveineuse
61722191;orale
67061569;orale
67164569;orale
65203952;orale
61895503;orale
60982364;orale
67900882;orale
68133466;orale
64741955;orale
65330992;orale
60019329;orale
68781121;orale
67698929;orale
66011467;orale
67657117;orale
66335825;orale
67453787;orale
60349519;orale
63307856;orale
61411863;orale
62736411;orale
61289772;orale
61330596;orale
63601822;orale
62564068;orale
65558483;voie buccale autre
65577971;voie buccale autre
63447071;orale
65917712;orale
68754366;voie buccale autre
67546088;voie buccale autre
60539301;voie buccale autre
68905163;orale
60665912;voie buccale autre
64626892;voie buccale autre
69635009;voie buccale autre
67037066;orale
61646847;intraveineuse
69026129;intraveineuse
68358114;intramusculaire
67888889;intraveineuse
63578074;intraveineuse
68810459;intramusculaire
60828455;intraveineuse
61756877;intramusculaire
64057843;intraveineuse
67738409;intraveineuse
67527433;intraveineuse
66682612;intramusculaire
68173884;orale
68984470;cutanée
63271239;sublinguale
67441653;cutanée
61895318;orale
67719775;orale
60106848;orale
68646198;orale
68710067;orale
63068064;orale
68727159;orale
60689468;orale
68788347;cutanée
67529815;orale
68349713;intraveineuse
63598408;ophtalmique
60120666;orale
66974680;orale
62416945;cutanée
60418577;cutanée
61229914;orale
63734630;ophtalmique
68403812;ophtalmique
63976911;ophtalmique
64835956;rectale
63476404;orale
64240652;orale
65323898;orale
61966263;orale
63911415;orale
64470906;orale
60457719;orale
64381382;orale
64460239;orale
60299831;orale
65221726;orale
64468759;orale
69206159;orale
69407386;orale
65419882;orale
62443668;orale
66334292;orale
63954135;orale
68738262;orale
61704193;orale
65519765;orale
66982271;orale
62336456;orale
63606680;orale
69347302;orale
66170633;orale
68037642;orale
60890617;orale
63042240;orale
67885003;orale
60287277;orale
69020635;orale
61620521;orale
66137551;cutanée
64757532;intestinale
66684969;cutanée
61952274;orale
67827270;inhalée
61331495;inhalée
63633802;ophtalmique
68457870;orale
62617300;orale
66620660;orale
60155329;orale
62729121;orale
64866204;orale
64423080;sous-cutanée
66004227;sous-cutanée
64627916;sous-cutanée
64039311;sous-cutanée
60681425;dentaire
64351019;dentaire
65409532;transdermique
68108025;transdermique
60914025;transdermique
60616751;transdermique
69186151;transdermique
61703401;orale
67513654;orale
63295699;orale
61653489;orale
64399761;orale
65166500;orale
68489829;orale
62716818;orale
61398768;orale
60008724;orale
68610259;orale
62025626;orale
61743794;orale
64758851;orale
68129457;orale
68373924;orale
64889224;orale
69414046;orale
68144936;orale
65218235;orale
60830011;nasale
68043143;orale
66278897;intramusculaire
68029058;gingivale
69589818;gingivale
62446447;orale
66227027;orale
68125163;cutanée
61717276;intramusculaire
60242321;intramusculaire
61824381;cutanée
60130354;cutanée
64539697;cutanée
63840612;cutanée
68758432;cutanée
66167473;voie extracorporelle autre
65883904;voie extracorporelle autre
64623818;voie extracorporelle autre
67381537;voie extracorporelle autre
60110031;voie extracorporelle autre
68199199;voie extracorporelle autre
63478704;voie extracorporelle autre
63981189;voie extracorporelle autre
64506327;voie extracorporelle autre
64828463;orale
62338553;orale
64894972;orale
63368115;orale
61147189;orale
67007518;orale
61354444;orale
61410569;orale
66522013;orale
60582092;orale
62199609;orale
69272860;orale
62500165;orale
62962232;cutanée
65899004;orale
67959838;orale
61897792;orale
64898084;orale
67216133;orale
61182432;orale
60614273;intraveineuse
62637445;orale
67694165;ophtalmique
62225566;cutanée
63756210;cutanée
67594752;orale
69387955;cutanée
64892156;orale
66594817;inhalée
62098492;cutanée
68250551;cutanée
66395110;cutanée
64190434;cutanée
65261489;vaginale
69457211;cutanée
64772993;cutanée
66614426;vaginale
69043160;vaginale
66751033;cutanée
69913825;cutanée
66854713;cutanée
66625604;cutanée
69369042;vaginale
69344548;cutanée
66710638;cutanée
63560628;cutanée
66240875;cutanée
69722161;cutanée
64767722;vaginale
65910326;vaginale
64412162;cutanée
60521470;cutanée
68346119;cutanée
65284281;cutanée
61820358;cutanée
69511634;cutanée
69474118;cutanée
61181985;cutanée
61308938;vaginale
64126264;vaginale
68956300;vaginale
64540219;ophtalmique
67403631;intraveineuse
67015187;intracaverneuse
66297965;intracaverneuse
63090413;intraveineuse
64827774;sublinguale
66040593;sublinguale
68550890;rectale
68828471;rectale
63025141;orale
65716353;orale
66755220;orale
68039999;orale
62728717;orale
62130958;orale
63775716;orale
67491478;orale
65198334;orale
61004700;orale
62474215;orale
61814540;orale
69244131;orale
65999410;orale
68460368;intraveineuse
69357111;cutanée
67020138;cutanée
62178757;cutanée
64957305;gingivale
67630038;gingivale
66152400;gingivale
60466515;gingivale
66815596;gingivale
61574554;orale
60025403;orale
61016204;orale
63247996;orale
69172447;orale
67443191;orale
62728852;orale
62947643;orale
67058605;orale
64796108;orale
64675665;rectale
66826710;orale
66093336;orale
61128406;rectale
67326925;orale
68605422;orale
67617578;orale
60298455;rectale
63390065;orale
66430942;orale
61403425;orale
65891566;cutanée
60252422;cutanée
68584280;orale
64490264;orale
66358546;orale
65916489;orale
67823603;intramusculaire
60627235;cutanée
67258794;orale
66826009;orale
63288174;intraveineuse
63521810;cutanée
