codeCIP7;libelle;prix;stockLogique;stockPhysique
3316028;10 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 5 ml;1,02;520;520
3376585;10 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 2 ml;1,02;520;520
5768013;60 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 2 ml;1,02;520;520
5768036;60 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 5 ml;1,02;520;520
5644618;1 flacon(s) en verre de 600 MBq/ml;1,02;520;520
3013591;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);1,02;;
3519719;plaquette(s) thermoformée(s) PVC polyéthylène PVDC de 84 gélule(s);1,02;520;520
3519725;plaquette(s) thermoformée(s) PVC polyéthylène PVDC de 140 gélule(s);1,02;520;520
3519731;plaquette(s) thermoformée(s) PVC polyéthylène PVDC de 168 gélule(s);1,02;520;520
3732778;plaquette(s) thermoformée(s) PVC polyéthylène PVDC de 112 gélule(s);1,02;520;520
3583479;plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s);1,02;;
3604879;1 poche(s) (ECOFLAC) polyéthylène de 50  ml;1,02;520;520
3604885;1 poche(s) (ECOFLAC) polyéthylène de 100  ml;1,02;;
3604891;1 poche(s) (ECOFLAC) polyéthylène de 250  ml;1,02;;
3604916;1 poche(s) (ECOFLAC) polyéthylène de 500  ml;1,02;;
3604922;1 poche(s) (ECOFLAC) polyéthylène de 1000  ml;1,02;;
3604939;20 poche(s) (ECOBAG) polypropylène polyéthylène polyester suremballée(s)/surpochée(s) de 50 ml;1,02;520;520
3604945;20 poche(s) (ECOBAG) polypropylène polyéthylène polyester suremballée(s)/surpochée(s) de 100 ml;1,02;520;520
3604951;20 poche(s) (ECOBAG) polypropylène polyéthylène polyester suremballée(s)/surpochée(s) de 250 ml;1,02;520;520
3604968;20 poche(s) (ECOBAG) polypropylène polyéthylène polyester suremballée(s)/surpochée(s) de 500 ml;1,02;520;520
3604974;10 poche(s) (ECOBAG) polypropylène polyéthylène polyester suremballée(s)/surpochée(s) de 1000 ml;1,02;520;520
5758351;10 poche(s) (ECOFLAC) polyéthylène de 500 ml;1,02;520;520
5758368;10 poche(s) (ECOFLAC) polyéthylène de 1000 ml;1,02;520;520
5758374;20 poche(s) (ECOFLAC) polyéthylène de 100 ml;1,02;520;520
5758380;20 poche(s) (ECOFLAC) polyéthylène de 250 ml;1,02;520;520
3001822;84 plaquette(s) thermoformée(s) PVC PVDC aluminium de 1 gélule(s);1,02;;
3019407;plaquette(s) PVC polyéthylène de 10 suppositoire(s);1,02;520;520
4900042;1 flacon(s) aluminium de 200 dose(s) avec embout(s) buccal(aux) avec valve(s) doseuse(s);1,02;;
5502711;1 flacon(s) en verre de 5 ml;1,02;520;520
3517301;plaquette(s) thermoformée(s) PVC polyéthylène de 10 suppositoire(s);1,02;;
3431806;plaquette(s) PVC-Aluminium de 30 comprimé(s);1,02;;
3729687;plaquette(s) PVC-Aluminium de 90 comprimé(s);2,76;;
3869187;plaquette(s) thermoformée(s) PVC-Aluminium de 10 comprimé(s);1,02;;
3574664;plaquette(s) thermoformée(s) PVC-aluminium de 28 comprimé(s);1,02;;
3015762;1 flacon polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 50 comprimés;1,02;;
3045687;5 ampoule(s) en verre jaune(brun) de 5  ml;1,02;520;520
5531742;100 ampoule(s) en verre jaune(brun) de 5  ml;1,02;520;520
3335729;1 flacon(s) PVC de 45 gélule(s);1,02;520;520
3444370;1 flacon(s) polyéthylène de 45 ml;1,02;520;520
3233242;1 flacon(s) polyéthylène haute densité (PEHD)  de 39,12  g avec cuillère-mesure avec mesurette(s) graduée(s) polyéthylène polystyrène;1,02;;
4196394;1 flacon(s) en verre brun avec fermeture de sécurité enfant de 150 ml avec seringue(s) pour administration orale;1,02;;
3861493;1 flacon(s) en verre - 1 ampoule(s) en verre de 3,5 ml;1,02;;
3701789;récipient(s) multidose(s) (POLYANE) de 25 suppositoire(s);1,02;520;520
3741412;récipient(s) multidose(s) (POLYANE) de 50 suppositoire(s);1,02;520;520
3741429;récipient(s) multidose(s) (POLYANE) de 100 suppositoire(s);1,02;520;520
5788547;plaquette(s) thermoformée(s) PVC-Aluminium de 100 gélule(s);1,02;520;520
3378986;plaquette(s) PVC PVDC aluminium de 90 gélule(s);1,02;;
3008227;plaquettes PVC PVDC aluminium de 30 comprimés;1,02;;
3969500;plaquette(s) aluminium de 30 comprimé(s);1,02;;
3969569;plaquette(s) aluminium de 90 comprimé(s);2,76;;
3656942;5 cartouche(s) en verre de 3 ml;1,02;;
3323407;1 pot(s) en verre de 215 g;1,02;520;520
3022382;30 plaquette(s) PVC PVDC aluminium suremballée(s)/surpochée(s) de 1 gélule(s);1,02;;
3004216;plaquette(s) PVC aluminium de 1 comprimé(s);1,02;520;520
3945037;1 plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 1 comprimé(s);1,02;;
5843507;10 ampoule(s) polypropylène de 10 ml;1,02;520;520
3086120;2 plaquette(s) PVC-Aluminium de 20 comprimé(s);1,02;;
5566574;plaquette(s) PVC-Aluminium de 150 comprimé(s);1,02;520;520
2764397;7 flacon(s) en verre;1,02;520;520
3604767;1 flacon(s) en verre de 25 ml;1,02;;
2771463;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s) avec fermeture de sécurité enfant;1,02;;
3023608;28 sachet(s) polytéréphtalate (PET) aluminium polyéthylène;1,02;;
2688236;2 flacon(s) en verre de 5 ml;1,02;520;520
2688242;5 flacon(s) en verre de 5 ml;1,02;520;520
5605564;10 seringue(s) préremplie(s) polypropylène de 11 ml;1,02;520;520
3464450;1 flacon(s) en verre de 250 ml;1,02;520;520
4192485;28 plaquette(s) PVC PVDC aluminium de 1 comprimé(s);1,02;520;520
3656847;plaquette(s) PVC-Aluminium de 16 comprimé(s);1,02;;
5502431;1 flacon(s) en verre de 4 ml;1,02;520;520
3515495;plaquette(s) thermoformée(s) PVC-aluminium de 16 gélule(s);1,02;;
3017958;1 cartouche(s) en verre de 1,5 ml dans stylo pré-rempli multidose(s) en plastique;1,02;;
3998737;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);1,02;;
3998766;plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);1,02;;
3126894;1 flacon(s) de 250 ml;1,02;520;520
3105337;1 flacon(s) en verre brun de 150 ml avec gobelet doseur polypropylène;1,02;520;520
3023825;1 sachet A papier polyéthylène basse densité (PEBD) aluminium surpoché de 112 g + 1 sachet B papier polyéthylène basse densité (PEBD) aluminium surpoché de 11 g;1,02;;
3161034;1 tube(s) polystyrène de 30 g;1,02;520;520
5556216;50 sachet(s) papier aluminium polyéthylène de 10 g;1,02;520;520
4900250;plaquette(s) thermoformée(s) PVC-Aluminium de 60 gélule(s);1,02;;
2197449;6 plaquette(s) polyamide aluminium PVC papier polyester suremballée(s)/surpochée(s) de 1 comprimé(s);1,02;;
2197478;12 plaquette(s) polyamide aluminium PVC papier polyester suremballée(s)/surpochée(s) de 1 comprimé(s);1,02;;
3014141;1 flacon(s) en verre de 1 ml;1,02;;
3982989;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1,02;;
3983026;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);2,76;;
3022386;30 plaquette(s) PVC PVDC aluminium suremballée(s)/surpochée(s) de 1 gélule(s);1,02;;
5507728;1 flacon(s) en verre de 10 ml;1,02;520;520
3838117;1 récipient(s) unidose(s) polyéthylène de 20 g;1,02;;
3956472;1 flacon(s) en verre brun de 60 ml avec compte-gouttes;1,02;520;520
3955478;plaquette(s) formée(s) à froid aluminium de 28 comprimé(s);1,02;;
4989611;plaquette(s) thermoformée(s) PVC polychlortrifluoroéthylène aluminium de 30 comprimé(s);1,02;;
4989634;plaquette(s) thermoformée(s) PVC polychlortrifluoroéthylène aluminium de 90 comprimé(s);2,76;;
3673604;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);1,02;;
3266371;plaquette(s) PVC-Aluminium de 45 comprimé(s);1,02;520;520
3007256;plaquette(s) polyamide aluminium PVC de 30 comprimé(s);1,02;;
3007260;plaquette(s) polyamide aluminium PVC de 90 comprimé(s);2,76;;
3696433;3 plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 10 comprimé(s);1,02;;
3696456;9 plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 10 comprimé(s);2,76;;
3668307;plaquette(s) thermoformée(s) aluminium polyéthylène de 16 comprimé(s);1,02;;
3668313;plaquette(s) thermoformée(s) aluminium polyéthylène de 24 comprimé(s);1,02;;
3667762;plaquette(s) PVC PVDC aluminium de 28 comprimé(s);1,02;;
2209997;"plaquette(s) formée(s) à froid type ""peel off"" aluminium de 28 comprimé(s)";1,02;;
2773060;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s) avec semainier;1,02;520;520
3833491;28 plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 1 comprimé(s);1,02;;
3727576;plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);1,02;520;520
3040017;plaquette(s) PVC polyéthylène de 10 ovule(s);1,02;;
3566848;tube(s) polypropylène de 30 comprimé(s) - boîte de 2 tubes de 15;1,02;520;520
3833901;plaquette(s) thermoformée(s) PVC PVDC aluminium de 60 comprimé(s);1,02;;
3959200;1 seringue(s) préremplie(s) en verre sécurisée de 0,4 ml avec aiguille(s);1,02;;
5611139;5 ampoule(s) en verre de 2 ml;1,02;520;520
5855769;1 flacon(s) en verre de 5 ml;1,02;520;520
2743596;1 flacon(s) de poudre en verre - 1 seringue(s) préremplie(s) de solvant en verre de 1 ml avec aiguille(s);1,02;;
2743604;5 flacon(s) de poudre en verre - 5 seringue(s) préremplie(s) de solvant en verre de 1 ml avec aiguille(s);1,02;;
3020201;plaquette(s) PVC polyéthylène PVDC aluminium de 96 comprimé(s);1,02;520;520
3799920;plaquette(s) PVC-Aluminium de 60 comprimé(s);1,02;520;520
3673596;plaquette(s) thermoformée(s) PVC aluminium de 30 comprimé(s);1,02;;
3414529;1 flacon(s) polyéthylène haute densité (PEHD) de 60  comprimé(s) avec fermeture de sécurité enfant;1,02;;
3322247;plaquette(s) thermoformée(s) PVC-Aluminium de 30  gélule(s);1,02;;
3004513;plaquette(s) PVC PVDC aluminium de 30 capsule(s);1,02;;
5623556;5 flacon(s) multidose(s) en verre de 52,06 mg;1,02;520;520
5722117;1 flacon(s) en verre de 50 mg de chlorhydrate de doxorubicine;1,02;520;520
3300375;plaquette(s) thermoformée(s) polypropylène aluminium de 28  comprimé(s);1,02;520;520
3714792;plaquette(s) thermoformée(s) polypropylène aluminium de 90 comprimé(s);1,02;520;520
4978814;plaquette(s) thermoformée(s) aluminium PVC de 4 comprimé(s);1,02;;
4978837;plaquette(s) thermoformée(s) aluminium PVC de 12 comprimé(s);2,76;;
3009934;plaquette(s) OPA : polyamide orienté aluminium PVC de 28 comprimé(s);1,02;;
3020445;1 tube(s) de 4 g;1,02;520;520
2239403;plaquette(s) aluminium de 7 comprimé(s);1,02;520;520
2239426;plaquette(s) aluminium de 14 comprimé(s);1,02;520;520
5803761;10 poche(s) polyoléfine suremballée(s)/surpochée(s) de 100 ml avec site de perfusion;1,02;520;520
5803784;10 poche(s) polyoléfine suremballée(s)/surpochée(s) de 100 ml avec site de perfusion avec site de prélèvement;1,02;520;520
3021632;2 seringue(s) préremplie(s) en verre de 0,8 ml avec tampon(s) alcoolisé(s);1,02;;
3918678;plaquette(s) PVC-Aluminium de 30 gélule(s);1,02;;
5502173;8 flacons en verre de 10 mL;1,02;520;520
3657835;plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);1,02;;
4950050;plaquette(s) thermoformée(s) aluminium de 30 comprimé(s)  (distributeur parallèle : BB FARMA s.r.l);1,02;;
3622185;60 flacon(s) en verre - 60 flacon(s) en verre de 2 ml avec 60 seringue(s) de 3 ml avec 60 seringue(s) de 1 ml  avec 180 tampon(s) alcoolisé(s);1,02;;
3920072;5 sachet(s) polyester aluminium polypropylène de 1 dispositif(s) + système de récupération;1,02;;
3643075;3 flacon(s) polytéréphtalate (PET) jaune(brun) avec fermeture de sécurité enfant de 60 ml avec pipette(s) graduée(s) polystyrène polyéthylène avec pompe(s) doseuse(s) avec applicateur(s);1,02;520;520
3005041;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);1,02;;
3016617;1 tube(s) aluminium verni de 50 g;1,02;;
3016619;1 tube(s) aluminium verni de 100 g;1,02;;
3016179;1 flacon(s) polyéthylène haute densité (PEHD) de 60 gélule(s);1,02;;
2767473;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1,02;;
2767510;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);2,76;;
3009065;12 ampoule(s) en verre brun de 2 ml;1,02;520;520
2754536;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 30 comprimé(s);1,02;;
3024845;8 sachet(s) polyester aluminium polyéthylène de 1,8 mg;1,02;520;520
3523514;1 flacon(s) polyéthylène haute densité (PEHD) de 200 ml avec gobelet doseur polypropylène;1,02;;
2779921;1 flacon(s) en verre de 100 mL avec nécessaire d’administration pour injecteur MEDRAD  Stellant : seringue vide de 200 mL + raccord spiralé + microperfuseur de remplissage et cathéter de sécurité à ailettes I.V. 20G;1,02;;
2779938;1 flacon(s) en verre de 150 mL avec nécessaire d’administration pour injecteur MEDRAD  Stellant : seringue vide de 200 mL + raccord spiralé + microperfuseur de remplissage et cathéter de sécurité à ailettes I.V. 20G;1,02;;
3020561;1 flacon(s) en verre de 100 mL avec nécessaire d'administration pour injecteur MEDRAD  Centargo : raccord patient et cathéter de sécurité à ailettes I.V. 20G;1,02;;
3020562;1 flacon(s) en verre de 150 mL avec nécessaire d'administration pour injecteur MEDRAD  Centargo : raccord patient et cathéter de sécurité à ailettes I.V. 20G;1,02;;
3309063;1 flacon(s) en verre de 20 ml;1,02;;
3309086;1 flacon(s) en verre de 50 ml;1,02;;
3309100;1 flacon(s) en verre de 100 ml;1,02;;
3309117;1 flacon(s) en verre de 200 ml;1,02;;
3760384;1 flacon(s) en verre de 150 ml;1,02;;
5592040;10 flacon(s) en verre de 20 ml;1,02;520;520
5592057;10 flacon(s) en verre de 50 ml;1,02;520;520
5592063;10 flacon(s) en verre de 100 ml;1,02;520;520
5592086;10 flacon(s) en verre de 200 ml;1,02;520;520
5638492;10 flacon(s) en verre de 150 ml;1,02;520;520
2699688;sachet(s)-dose(s) de 5 gélule(s);1,02;520;520
3024707;56 plaquettes unitaires PVC PVDC aluminium de 1 comprimé;1,02;;
2780108;film(s) aluminium de 14 comprimé(s) sans dessicant;1,02;;
3000373;4 seringue(s) préremplie(s) en verre de 0,5 ml dans stylo jetable;1,02;;
3220802;plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s);1,02;;
3959772;plaquette(s) thermoformée(s) aluminium PVC-Aluminium de 30 comprimé(s);1,02;;
2741893;1 flacon(s) pressurisé(s) polyéthylène aluminium de 100 ml;1,02;;
3357234;1 flacon(s) en verre de 1  lyophilisat(s) - 1 ampoule(s) en verre de 2  ml;1,02;;
2237775;plaquette(s) PVC polyamide aluminium de 28 comprimé(s);1,02;;
3001270;plaquette(s) PVC PVDC aluminium de 60 comprimé(s);1,02;520;520
3627053;plaquette(s) PVC-Aluminium de 15 comprimé(s);1,02;520;520
2219122;plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);2,76;;
4939576;plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);1,02;;
5587837;5 ampoule(s) en verre de 2 ml;1,02;520;520
3186531;12 sachet(s) papier aluminium polyéthylène de 1  compresse(s);1,02;520;520
2748984;plaquette(s) PVC-Aluminium papier de 12 comprimé(s) avec sécurité enfant;1,02;;
5584773;1 flacon(s) en verre de 50 ml;1,02;520;520
3864190;plaquette(s) aluminium de 28 comprimé(s);1,02;;
3005858;plaquette(s) PVC PVDC aluminium de 56 gélule(s);1,02;;
3674791;flacon(s) en verre brun de 20 comprimé(s);1,02;;
2162592;plaquette(s) thermoformée(s) PVC PVDC aluminium de 60 comprimé(s);1,02;;
3002933;1 tube(s) aluminium verni de 90 g;1,02;;
3541038;1 tube(s) aluminium verni de 200 g;1,02;520;520
3021949;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 84 comprimé(s);2,76;;
3909254;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);1,02;;
3012023;1 seringue(s) préremplie(s) en verre de 0,31 ml avec 1 tampon alcoolisé;1,02;;
3815837;plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);1,02;;
3815843;plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);2,76;;
3386862;20 récipient(s) unidose(s) polyéthylène de 0,3 ml;1,02;520;520
3386879;100 récipient(s) unidose(s) polyéthylène de 0,3 ml;1,02;520;520
4900209;plaquette(s) thermoformée(s) polyamide PVC-Aluminium de 28 comprimé(s);1,02;520;520
5625928;1 flacon(s) en verre;1,02;520;520
3624445;1 tube(s) aluminium verni de 30 g;1,02;520;520
3976517;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 gélule(s);1,02;;
3976546;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 gélule(s);2,76;;
3585320;3 plaquette(s) polyamide aluminium polypropylène de 5 comprimé(s) conditionnées dans un flacon avec fermeture de sécurité enfant;1,02;;
3585337;4 plaquette(s) polyamide aluminium polypropylène de 5 comprimé(s) conditionnées dans un flacon avec fermeture de sécurité enfant;1,02;;
2232022;plaquette(s) PVC-Aluminium de 12 comprimé(s);1,02;;
3436761;1 plaquette(s) PVC aluminium de 21 comprimé(s);1,02;520;520
3436778;3 plaquette(s) PVC aluminium de 21 comprimé(s);1,02;520;520
3007100;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);1,02;;
3477719;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 gélule(s);1,02;;
3738396;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 gélule(s);2,76;;
2203285;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);1,02;;
3911156;plaquette(s) PVC-Aluminium de 30 comprimé(s);1,02;;
3438464;7 cartouche(s) bicompartimentée(s) en verre avec seringue(s);1,02;;
3416652;1 seringue(s) préremplie(s) en verre de 0,5 ml avec 1 aiguille(s) attachée;1,02;;
3708202;1 seringue(s) préremplie(s) en verre de 0,5 ml, avec 2 aiguille(s) séparées;1,02;;
3834935;plaquette(s) polyamide aluminium PVC-Aluminium de 30 gélule(s);1,02;;
3834970;plaquette(s) polyamide aluminium PVC-Aluminium de 90 gélule(s);2,76;;
4900197;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1,02;;
3741955;plaquette(s) PVDC PVC aluminium de 30 comprimé(s);1,02;;
4900109;plaquette(s) aluminium de 60 capsule(s);1,02;;
3202939;1 flacon(s) polyéthylène haute densité (PEHD) de 250  ml avec embout polyéthylène basse densité (PEBD);1,02;;
3798151;plaquette(s) aluminium de 30 comprimé(s);1,02;520;520
3878594;plaquette(s) aluminium de 90 comprimé(s);1,02;520;520
3689522;1 plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);1,02;;
3012408;1 plaquette(s) thermoformée(s) PVC PVDC - Aluminium avec filtre UV de 1 comprimé(s);1,02;;
3357576;plaquette(s) thermoformée(s) PVC polyéthylène aluminium-ACLAR de 8 comprimé(s);1,02;;
3004256;plaquette(s) OPA : polyamide orienté aluminium PVC de 60 gélule(s);1,02;;
3583516;plaquette(s) thermoformée(s) PVC-aluminium de 14 comprimé(s);1,02;;
3583545;plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s);1,02;520;520
3002262;56 plaquette(s) PVC-Aluminium de 1 gélule(s);1,02;;
3002263;84 plaquette(s) PVC-Aluminium de 1 gélule(s);1,02;;
3887357;plaquette(s) PVC-Aluminium de 7 comprimé(s);1,02;;
3008223;plaquette(s) PVC-Aluminium de 90 capsule(s);1,02;520;520
3680739;plaquette(s) PVC-Aluminium de 30 capsule(s);1,02;520;520
3008998;plaquette(s) PVC PVDC aluminium de 56 gélule(s);1,02;;
5602815;1 flacon(s) polyéthylène de 100 capsule(s);1,02;520;520
5839799;5 ampoule(s) en verre de 5 ml;1,02;520;520
3817345;plaquette(s) thermoformée(s) PVC-Aluminium de 10 comprimé(s);1,02;;
4946205;plaquette(s) PVC aluminium PVDC de 30 comprimé(s);1,02;520;520
3628940;pilulier(s) polypropylène de 16  comprimé(s);1,02;;
3802912;plaquette(s) thermoformée(s) PVDC PVC-Aluminium de 28 comprimé(s);1,02;;
3638192;plaquette(s) PVC-Aluminium de 8 comprimé(s);1,02;;
3484820;plaquette(s) thermoformées polypropylène aluminium de 30 comprimé(s);1,02;520;520
3719677;plaquette(s) thermoformées polypropylène aluminium de 90 comprimé(s);1,02;520;520
3202276;plaquette(s) thermoformée(s) polyéthylène PVC de 3  ovule(s);1,02;;
3010088;plaquette(s) OPA : polyamide orienté aluminium polyéthylène de 28 comprimé(s);1,02;;
3010089;1 flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);1,02;;
3785384;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);1,02;;
3601496;plaquette(s) thermoformée(s) PVC-aluminium de 30  comprimé(s);1,02;;
3541647;flacon(s) polyéthylène haute densité (PEHD) de 30  comprimé(s);1,02;;
4950626;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s) (Distributeur parallèle : BB Farma);1,02;;
4950879;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s) (Distributeur parallèle : Mediwin Limited);1,02;;
3639145;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);1,02;520;520
3018362;1 flacon(s) en verre jaune  de 30 ml muni d'un compte-gouttes;1,02;520;520
3060296;1 flacon(s) de 30 ml ( abrogée le 28/06/2019);1,02;520;520
2744058;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);1,02;;
2744064;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);2,76;;
3016634;1 flacon(s) compte-gouttes polyéthylène basse densité (PEBD) de 5 ml;1,02;;
3480638;1 flacon(s) OCUMETER PLUS compte-gouttes polyéthylène haute densité (PEHD) de 5 ml;1,02;;
3543907;plaquette(s) thermoformée(s) aluminium de 15 comprimé(s);1,02;;
5501590;1 flacon(s) en verre de 50 ml;1,02;520;520
5770530;1 flacon(s) en verre de 5 ml;1,02;520;520
5770547;1 flacon(s) en verre de 25 ml;1,02;520;520
5791532;1 flacon(s) en verre de 100 ml;1,02;520;520
3429790;20 sachet(s) papier polyéthylène aluminium de 3 g;1,02;520;520
4971605;1 tube(s) aluminium de 100 g;1,02;520;520
4971692;1 tube(s) aluminium de 50 g;1,02;520;520
3021085;1 seringue(s) préremplie(s) en verre de 10 ml;1,02;520;520
3011972;plaquette(s) polyéthylène PVDC aluminium de 30 comprimé(s);1,02;;
3011975;plaquette(s) polyéthylène PVDC aluminium de 90 comprimé(s);2,76;;
2683227;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);1,02;;
2683279;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);2,76;;
5505508;1 flacon en verre de 150 mg de poudre;1,02;520;520
3019079;plaquette(s) PVC PVDC aluminium de 20 comprimé(s);1,02;;
2748903;plaquette(s) PVC polyéthylène PVDC aluminium de 28 gélule(s);1,02;520;520
3294806;1 ampoule(s) en verre de 1 ml;1,02;;
3294812;10 ampoule(s) en verre de 1 ml;1,02;520;520
3022162;dispositif en plastique contenant 60 récipients unidoses (aluminium/OPA/PVC) de 60 doses;1,02;;
3549962;plaquette(s) aluminium de 28 comprimé(s);1,02;;
3013196;1 flacon(s) en verre de 15  mg;1,02;;
5517593;10 flacon(s) en verre de 15  mg;1,02;520;520
5733523;20 flacon(s) en verre de 100 ml;1,02;520;520
5733546;10 flacon(s) en verre de 250 ml;1,02;520;520
3614530;plaquette(s) PVC-Aluminium de 20 comprimé(s);1,02;520;520
3614547;plaquette(s) PVC-Aluminium de 60 comprimé(s);1,02;520;520
3728860;plaquette(s) PVC-Aluminium de 180 comprimé(s);1,02;520;520
3022267;28 plaquettes prédécoupées unitaires aluminium OPA : polyamide orienté PVC de 1 gélule(s);1,02;;
3973660;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1,02;;
3973714;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);2,76;;
3674420;1 flacon(s) en verre de 500 mg - 1 ampoule(s) en verre de 2 ml;1,02;;
2770802;plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s);1,02;;
5861741;98 plaquette(s) thermoformée(s) PVC PVDC aluminium de 1 comprimé(s);1,02;520;520
3960367;plaquette(s) aluminium de 28 gélule(s);1,02;;
3999168;plaquette(s) aluminium de 84 gélule(s);2,76;;
3763431;plaquette(s) PVC PVDC aluminium de 10 comprimé(s);1,02;;
3763448;plaquette(s) PVC PVDC aluminium de 16 comprimé(s);1,02;;
5505689;100 ampoules polyéthylène basse densité (PEBD) de 5 mL;1,02;520;520
5505690;50 ampoules polyéthylène basse densité (PEBD) de 20 mL;1,02;520;520
5505895;100 ampoule(s) polyéthylène basse densité (PEBD) de 10 ml;1,02;520;520
3793840;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1,02;;
3742073;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);1,02;;
3742096;plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);2,76;;
3638499;plaquette(s) PVC PVDC aluminium de 24 comprimé(s);1,02;520;520
3016735;8 (4 x 2) poches polyoléfine de 1500 ml munies de tubes de connexion avec connecteurs;1,02;520;520
3358653;10 sachet(s) aluminium polyéthylène papier de 2,5  g;1,02;;
3973619;plaquette(s) PVDC PVC aluminium de 14 comprimé(s);1,02;;
3973625;plaquette(s) PVDC PVC aluminium de 28 comprimé(s);1,02;;
4922245;plaquette(s) thermoformée(s) aluminium de 7 comprimé(s);1,02;520;520
3021032;2 plaquettes PVC polychlortrifluoroéthylène aluminium de 14 comprimés de  50 mg- 2 plaquettes PVC polychlortrifluoroéthylène aluminium de 14 comprimés de 200 mg;1,02;520;520
3413820;plaquette(s) PVC polychlortrifluoroéthylène aluminium de 21 comprimé(s);1,02;;
3913652;tube(s) polypropylène de 14 comprimé(s);1,02;;
3521113;16 sachet(s)-dose(s) polyéthylène papier aluminium de 1 g;1,02;;
3107750;plaquette(s) thermoformée(s) PVC aluminium de 4 comprimé(s);1,02;;
3971247;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1,02;;
3534593;1 tube(s) aluminium verni de 30 g;1,02;;
3010520;1 flacon polypropylène avec embout polyéthylène basse densité (PEBD) avec fermeture de sécurité  de 2,5 ml suremballé;1,02;;
3802763;plaquette(s) thermoformée(s) aluminium de 28 comprimé(s);1,02;;
3880289;plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);2,76;;
3612011;1 flacon(s) en verre de 10  ml;1,02;;
3019360;30 plaquette(s) PVC PVDC aluminium de 1 comprimé(s);1,02;;
3010546;plaquette(s) OPA : polyamide orienté aluminium PVC de 30 comprimé(s);1,02;;
3005688;plaquette(s) PVC aluminium de 56 gélule(s);1,02;;
3005689;plaquette(s) PVC aluminium de 84 gélule(s);1,02;;
3017580;1 flacon(s) pressurisé(s) aluminium de 120 dose(s) avec valve(s) doseuse(s) avec embout(s) buccal(aux);1,02;;
