idGroupeGenerique;libelleGroupeGenerique
243;IBUPROFENE 200 mg - NUREFLEX 200 mg, comprimé enrobé.
243;IBUPROFENE 200 mg - NUREFLEX 200 mg, comprimé enrobé.
243;IBUPROFENE 200 mg - NUREFLEX 200 mg, comprimé enrobé.
243;IBUPROFENE 200 mg - NUREFLEX 200 mg, comprimé enrobé.
243;IBUPROFENE 200 mg - NUREFLEX 200 mg, comprimé enrobé.
243;IBUPROFENE 200 mg - NUREFLEX 200 mg, comprimé enrobé.
243;IBUPROFENE 200 mg - NUREFLEX 200 mg, comprimé enrobé.
243;IBUPROFENE 200 mg - NUREFLEX 200 mg, comprimé enrobé.
243;IBUPROFENE 200 mg - NUREFLEX 200 mg, comprimé enrobé.
243;IBUPROFENE 200 mg - NUREFLEX 200 mg, comprimé enrobé.
243;IBUPROFENE 200 mg - NUREFLEX 200 mg, comprimé enrobé.
243;IBUPROFENE 200 mg - NUREFLEX 200 mg, comprimé enrobé.
243;IBUPROFENE 200 mg - NUREFLEX 200 mg, comprimé enrobé.
243;IBUPROFENE 200 mg - NUREFLEX 200 mg, comprimé enrobé.
244;IBUPROFENE 20 mg/ml - NUREFLEX 20 mg/ml ENFANTS ET NOURRISSONS, suspension buvable.
244;IBUPROFENE 20 mg/ml - NUREFLEX 20 mg/ml ENFANTS ET NOURRISSONS, suspension buvable.
245;DIHYDROERGOTAMINE (MESILATE DE) 2 mg/ml - DIHYDROERGOTAMINE AMDIPHARM 2 mg/ml, solution buvable.
245;DIHYDROERGOTAMINE (MESILATE DE) 2 mg/ml - DIHYDROERGOTAMINE AMDIPHARM 2 mg/ml, solution buvable.
248;CARBAMAZEPINE 200 mg - TEGRETOL LP 200 mg, comprimé pelliculé sécable à libération prolongée
248;CARBAMAZEPINE 200 mg - TEGRETOL LP 200 mg, comprimé pelliculé sécable à libération prolongée
248;CARBAMAZEPINE 200 mg - TEGRETOL LP 200 mg, comprimé pelliculé sécable à libération prolongée
249;CARBAMAZEPINE 400 mg - TEGRETOL LP 400 mg, comprimé pelliculé sécable à libération prolongée
249;CARBAMAZEPINE 400 mg - TEGRETOL LP 400 mg, comprimé pelliculé sécable à libération prolongée
249;CARBAMAZEPINE 400 mg - TEGRETOL LP 400 mg, comprimé pelliculé sécable à libération prolongée
249;CARBAMAZEPINE 400 mg - TEGRETOL LP 400 mg, comprimé pelliculé sécable à libération prolongée
250;VALPROATE DE SODIUM 200 mg/ml - DEPAKINE 200 mg/ml, solution buvable
250;VALPROATE DE SODIUM 200 mg/ml - DEPAKINE 200 mg/ml, solution buvable
251;VALPROATE DE SODIUM 200 mg - DEPAKINE 200 mg, comprimé gastro-résistant
252;VALPROATE DE SODIUM 500 mg - DEPAKINE 500 mg, comprimé gastro-résistant
257;CLOZAPINE 25 mg - LEPONEX 25 mg, comprimé sécable.
257;CLOZAPINE 25 mg - LEPONEX 25 mg, comprimé sécable.
257;CLOZAPINE 25 mg - LEPONEX 25 mg, comprimé sécable.
257;CLOZAPINE 25 mg - LEPONEX 25 mg, comprimé sécable.
257;CLOZAPINE 25 mg - LEPONEX 25 mg, comprimé sécable.
257;CLOZAPINE 25 mg - LEPONEX 25 mg, comprimé sécable.
257;CLOZAPINE 25 mg - LEPONEX 25 mg, comprimé sécable.
257;CLOZAPINE 25 mg - LEPONEX 25 mg, comprimé sécable.
257;CLOZAPINE 25 mg - LEPONEX 25 mg, comprimé sécable.
257;CLOZAPINE 25 mg - LEPONEX 25 mg, comprimé sécable.
258;CLOZAPINE 100 mg - LEPONEX 100 mg, comprimé sécable.
258;CLOZAPINE 100 mg - LEPONEX 100 mg, comprimé sécable.
258;CLOZAPINE 100 mg - LEPONEX 100 mg, comprimé sécable.
258;CLOZAPINE 100 mg - LEPONEX 100 mg, comprimé sécable.
258;CLOZAPINE 100 mg - LEPONEX 100 mg, comprimé sécable.
258;CLOZAPINE 100 mg - LEPONEX 100 mg, comprimé sécable.
258;CLOZAPINE 100 mg - LEPONEX 100 mg, comprimé sécable.
258;CLOZAPINE 100 mg - LEPONEX 100 mg, comprimé sécable.
258;CLOZAPINE 100 mg - LEPONEX 100 mg, comprimé sécable.
258;CLOZAPINE 100 mg - LEPONEX 100 mg, comprimé sécable.
259;SULPIRIDE 50 mg - DOGMATIL 50 mg, gélule
259;SULPIRIDE 50 mg - DOGMATIL 50 mg, gélule
259;SULPIRIDE 50 mg - DOGMATIL 50 mg, gélule
259;SULPIRIDE 50 mg - DOGMATIL 50 mg, gélule
260;SULPIRIDE 200 mg - DOGMATIL 200 mg, comprimé sécable
260;SULPIRIDE 200 mg - DOGMATIL 200 mg, comprimé sécable
260;SULPIRIDE 200 mg - DOGMATIL 200 mg, comprimé sécable
263;TIAPRIDE (CHLORHYDRATE DE) équivalant à TIAPRIDE 100 mg - TIAPRIDAL 100 mg, comprimé sécable.
263;TIAPRIDE (CHLORHYDRATE DE) équivalant à TIAPRIDE 100 mg - TIAPRIDAL 100 mg, comprimé sécable.
263;TIAPRIDE (CHLORHYDRATE DE) équivalant à TIAPRIDE 100 mg - TIAPRIDAL 100 mg, comprimé sécable.
264;AMISULPRIDE 100 mg - SOLIAN 100 mg, comprimé sécable
264;AMISULPRIDE 100 mg - SOLIAN 100 mg, comprimé sécable
264;AMISULPRIDE 100 mg - SOLIAN 100 mg, comprimé sécable
264;AMISULPRIDE 100 mg - SOLIAN 100 mg, comprimé sécable
264;AMISULPRIDE 100 mg - SOLIAN 100 mg, comprimé sécable
264;AMISULPRIDE 100 mg - SOLIAN 100 mg, comprimé sécable
264;AMISULPRIDE 100 mg - SOLIAN 100 mg, comprimé sécable
264;AMISULPRIDE 100 mg - SOLIAN 100 mg, comprimé sécable
264;AMISULPRIDE 100 mg - SOLIAN 100 mg, comprimé sécable
264;AMISULPRIDE 100 mg - SOLIAN 100 mg, comprimé sécable
265;AMISULPRIDE 200 mg - SOLIAN 200 mg, comprimé sécable.
265;AMISULPRIDE 200 mg - SOLIAN 200 mg, comprimé sécable.
265;AMISULPRIDE 200 mg - SOLIAN 200 mg, comprimé sécable.
265;AMISULPRIDE 200 mg - SOLIAN 200 mg, comprimé sécable.
265;AMISULPRIDE 200 mg - SOLIAN 200 mg, comprimé sécable.
265;AMISULPRIDE 200 mg - SOLIAN 200 mg, comprimé sécable.
265;AMISULPRIDE 200 mg - SOLIAN 200 mg, comprimé sécable.
265;AMISULPRIDE 200 mg - SOLIAN 200 mg, comprimé sécable.
265;AMISULPRIDE 200 mg - SOLIAN 200 mg, comprimé sécable.
265;AMISULPRIDE 200 mg - SOLIAN 200 mg, comprimé sécable.
266;DIAZEPAM 2 mg - VALIUM ROCHE 2 mg, comprimé sécable
266;DIAZEPAM 2 mg - VALIUM ROCHE 2 mg, comprimé sécable
267;DIAZEPAM 5 mg - VALIUM ROCHE 5 mg, comprimé sécable
267;DIAZEPAM 5 mg - VALIUM ROCHE 5 mg, comprimé sécable
267;DIAZEPAM 5 mg - VALIUM ROCHE 5 mg, comprimé sécable
268;DIAZEPAM 10 mg -VALIUM ROCHE 10 mg, comprimé sécable.
268;DIAZEPAM 10 mg -VALIUM ROCHE 10 mg, comprimé sécable.
268;DIAZEPAM 10 mg -VALIUM ROCHE 10 mg, comprimé sécable.
268;DIAZEPAM 10 mg -VALIUM ROCHE 10 mg, comprimé sécable.
269;LORAZEPAM 2,5 mg - TEMESTA 2,5 mg, comprimé sécable
269;LORAZEPAM 2,5 mg - TEMESTA 2,5 mg, comprimé sécable
269;LORAZEPAM 2,5 mg - TEMESTA 2,5 mg, comprimé sécable
270;BROMAZEPAM 6 mg - LEXOMIL 6 mg, comprimé quadrisécable.
270;BROMAZEPAM 6 mg - LEXOMIL 6 mg, comprimé quadrisécable.
270;BROMAZEPAM 6 mg - LEXOMIL 6 mg, comprimé quadrisécable.
270;BROMAZEPAM 6 mg - LEXOMIL 6 mg, comprimé quadrisécable.
270;BROMAZEPAM 6 mg - LEXOMIL 6 mg, comprimé quadrisécable.
270;BROMAZEPAM 6 mg - LEXOMIL 6 mg, comprimé quadrisécable.
270;BROMAZEPAM 6 mg - LEXOMIL 6 mg, comprimé quadrisécable.
270;BROMAZEPAM 6 mg - LEXOMIL 6 mg, comprimé quadrisécable.
270;BROMAZEPAM 6 mg - LEXOMIL 6 mg, comprimé quadrisécable.
270;BROMAZEPAM 6 mg - LEXOMIL 6 mg, comprimé quadrisécable.
270;BROMAZEPAM 6 mg - LEXOMIL 6 mg, comprimé quadrisécable.
271;ALPRAZOLAM 0,25 mg - XANAX 0,25 mg, comprimé sécable
271;ALPRAZOLAM 0,25 mg - XANAX 0,25 mg, comprimé sécable
271;ALPRAZOLAM 0,25 mg - XANAX 0,25 mg, comprimé sécable
271;ALPRAZOLAM 0,25 mg - XANAX 0,25 mg, comprimé sécable
271;ALPRAZOLAM 0,25 mg - XANAX 0,25 mg, comprimé sécable
271;ALPRAZOLAM 0,25 mg - XANAX 0,25 mg, comprimé sécable
271;ALPRAZOLAM 0,25 mg - XANAX 0,25 mg, comprimé sécable
271;ALPRAZOLAM 0,25 mg - XANAX 0,25 mg, comprimé sécable
271;ALPRAZOLAM 0,25 mg - XANAX 0,25 mg, comprimé sécable
271;ALPRAZOLAM 0,25 mg - XANAX 0,25 mg, comprimé sécable
271;ALPRAZOLAM 0,25 mg - XANAX 0,25 mg, comprimé sécable
271;ALPRAZOLAM 0,25 mg - XANAX 0,25 mg, comprimé sécable
271;ALPRAZOLAM 0,25 mg - XANAX 0,25 mg, comprimé sécable
271;ALPRAZOLAM 0,25 mg - XANAX 0,25 mg, comprimé sécable
272;ALPRAZOLAM 0,50 mg - XANAX 0,50 mg, comprimé sécable.
272;ALPRAZOLAM 0,50 mg - XANAX 0,50 mg, comprimé sécable.
272;ALPRAZOLAM 0,50 mg - XANAX 0,50 mg, comprimé sécable.
272;ALPRAZOLAM 0,50 mg - XANAX 0,50 mg, comprimé sécable.
272;ALPRAZOLAM 0,50 mg - XANAX 0,50 mg, comprimé sécable.
272;ALPRAZOLAM 0,50 mg - XANAX 0,50 mg, comprimé sécable.
272;ALPRAZOLAM 0,50 mg - XANAX 0,50 mg, comprimé sécable.
272;ALPRAZOLAM 0,50 mg - XANAX 0,50 mg, comprimé sécable.
272;ALPRAZOLAM 0,50 mg - XANAX 0,50 mg, comprimé sécable.
272;ALPRAZOLAM 0,50 mg - XANAX 0,50 mg, comprimé sécable.
272;ALPRAZOLAM 0,50 mg - XANAX 0,50 mg, comprimé sécable.
272;ALPRAZOLAM 0,50 mg - XANAX 0,50 mg, comprimé sécable.
272;ALPRAZOLAM 0,50 mg - XANAX 0,50 mg, comprimé sécable.
272;ALPRAZOLAM 0,50 mg - XANAX 0,50 mg, comprimé sécable.
273;BUSPIRONE (CHLORHYDRATE DE) 10 mg - BUSPAR 10 mg, comprimé sécable
273;BUSPIRONE (CHLORHYDRATE DE) 10 mg - BUSPAR 10 mg, comprimé sécable
273;BUSPIRONE (CHLORHYDRATE DE) 10 mg - BUSPAR 10 mg, comprimé sécable
275;ZOPICLONE 7,5 mg - IMOVANE 7,5 mg, comprimé pelliculé sécable.
275;ZOPICLONE 7,5 mg - IMOVANE 7,5 mg, comprimé pelliculé sécable.
275;ZOPICLONE 7,5 mg - IMOVANE 7,5 mg, comprimé pelliculé sécable.
275;ZOPICLONE 7,5 mg - IMOVANE 7,5 mg, comprimé pelliculé sécable.
275;ZOPICLONE 7,5 mg - IMOVANE 7,5 mg, comprimé pelliculé sécable.
275;ZOPICLONE 7,5 mg - IMOVANE 7,5 mg, comprimé pelliculé sécable.
275;ZOPICLONE 7,5 mg - IMOVANE 7,5 mg, comprimé pelliculé sécable.
275;ZOPICLONE 7,5 mg - IMOVANE 7,5 mg, comprimé pelliculé sécable.
275;ZOPICLONE 7,5 mg - IMOVANE 7,5 mg, comprimé pelliculé sécable.
275;ZOPICLONE 7,5 mg - IMOVANE 7,5 mg, comprimé pelliculé sécable.
275;ZOPICLONE 7,5 mg - IMOVANE 7,5 mg, comprimé pelliculé sécable.
275;ZOPICLONE 7,5 mg - IMOVANE 7,5 mg, comprimé pelliculé sécable.
275;ZOPICLONE 7,5 mg - IMOVANE 7,5 mg, comprimé pelliculé sécable.
275;ZOPICLONE 7,5 mg - IMOVANE 7,5 mg, comprimé pelliculé sécable.
276;ZOLPIDEM (TARTRATE DE) 10 mg - STILNOX 10 mg, comprimé pelliculé sécable
276;ZOLPIDEM (TARTRATE DE) 10 mg - STILNOX 10 mg, comprimé pelliculé sécable
276;ZOLPIDEM (TARTRATE DE) 10 mg - STILNOX 10 mg, comprimé pelliculé sécable
276;ZOLPIDEM (TARTRATE DE) 10 mg - STILNOX 10 mg, comprimé pelliculé sécable
276;ZOLPIDEM (TARTRATE DE) 10 mg - STILNOX 10 mg, comprimé pelliculé sécable
276;ZOLPIDEM (TARTRATE DE) 10 mg - STILNOX 10 mg, comprimé pelliculé sécable
276;ZOLPIDEM (TARTRATE DE) 10 mg - STILNOX 10 mg, comprimé pelliculé sécable
276;ZOLPIDEM (TARTRATE DE) 10 mg - STILNOX 10 mg, comprimé pelliculé sécable
276;ZOLPIDEM (TARTRATE DE) 10 mg - STILNOX 10 mg, comprimé pelliculé sécable
276;ZOLPIDEM (TARTRATE DE) 10 mg - STILNOX 10 mg, comprimé pelliculé sécable
276;ZOLPIDEM (TARTRATE DE) 10 mg - STILNOX 10 mg, comprimé pelliculé sécable
276;ZOLPIDEM (TARTRATE DE) 10 mg - STILNOX 10 mg, comprimé pelliculé sécable
276;ZOLPIDEM (TARTRATE DE) 10 mg - STILNOX 10 mg, comprimé pelliculé sécable
276;ZOLPIDEM (TARTRATE DE) 10 mg - STILNOX 10 mg, comprimé pelliculé sécable
277;CLOMIPRAMINE (CHLORHYDRATE DE) 10 mg - ANAFRANIL 10 mg, comprimé enrobé
277;CLOMIPRAMINE (CHLORHYDRATE DE) 10 mg - ANAFRANIL 10 mg, comprimé enrobé
278;CLOMIPRAMINE (CHLORHYDRATE DE) 25 mg - ANAFRANIL 25 mg, comprimé enrobé
278;CLOMIPRAMINE (CHLORHYDRATE DE) 25 mg - ANAFRANIL 25 mg, comprimé enrobé
278;CLOMIPRAMINE (CHLORHYDRATE DE) 25 mg - ANAFRANIL 25 mg, comprimé enrobé
279;CLOMIPRAMINE (CHLORHYDRATE DE) 75 mg - ANAFRANIL 75 mg, comprimé pelliculé sécable.
279;CLOMIPRAMINE (CHLORHYDRATE DE) 75 mg - ANAFRANIL 75 mg, comprimé pelliculé sécable.
279;CLOMIPRAMINE (CHLORHYDRATE DE) 75 mg - ANAFRANIL 75 mg, comprimé pelliculé sécable.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
280;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, gélule.
281;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, comprimé dispersible sécable.
281;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, comprimé dispersible sécable.
281;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, comprimé dispersible sécable.
281;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, comprimé dispersible sécable.
281;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, comprimé dispersible sécable.
281;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, comprimé dispersible sécable.
281;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, comprimé dispersible sécable.
281;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, comprimé dispersible sécable.
281;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, comprimé dispersible sécable.
281;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg - PROZAC 20 mg, comprimé dispersible sécable.
282;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg/5 ml - PROZAC 20 mg/5 ml, solution buvable en flacon.
282;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg/5 ml - PROZAC 20 mg/5 ml, solution buvable en flacon.
282;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg/5 ml - PROZAC 20 mg/5 ml, solution buvable en flacon.
282;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg/5 ml - PROZAC 20 mg/5 ml, solution buvable en flacon.
282;FLUOXETINE (CHLORHYDRATE DE) équivalant à FLUOXETINE 20 mg/5 ml - PROZAC 20 mg/5 ml, solution buvable en flacon.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
283;CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.
284;PAROXETINE (CHLORHYDRATE DE) équivalant à PAROXETINE 20 mg - DEROXAT 20 mg, comprimé pelliculé sécable.
284;PAROXETINE (CHLORHYDRATE DE) équivalant à PAROXETINE 20 mg - DEROXAT 20 mg, comprimé pelliculé sécable.
284;PAROXETINE (CHLORHYDRATE DE) équivalant à PAROXETINE 20 mg - DEROXAT 20 mg, comprimé pelliculé sécable.
284;PAROXETINE (CHLORHYDRATE DE) équivalant à PAROXETINE 20 mg - DEROXAT 20 mg, comprimé pelliculé sécable.
284;PAROXETINE (CHLORHYDRATE DE) équivalant à PAROXETINE 20 mg - DEROXAT 20 mg, comprimé pelliculé sécable.
284;PAROXETINE (CHLORHYDRATE DE) équivalant à PAROXETINE 20 mg - DEROXAT 20 mg, comprimé pelliculé sécable.
284;PAROXETINE (CHLORHYDRATE DE) équivalant à PAROXETINE 20 mg - DEROXAT 20 mg, comprimé pelliculé sécable.
284;PAROXETINE (CHLORHYDRATE DE) équivalant à PAROXETINE 20 mg - DEROXAT 20 mg, comprimé pelliculé sécable.
284;PAROXETINE (CHLORHYDRATE DE) équivalant à PAROXETINE 20 mg - DEROXAT 20 mg, comprimé pelliculé sécable.
284;PAROXETINE (CHLORHYDRATE DE) équivalant à PAROXETINE 20 mg - DEROXAT 20 mg, comprimé pelliculé sécable.
284;PAROXETINE (CHLORHYDRATE DE) équivalant à PAROXETINE 20 mg - DEROXAT 20 mg, comprimé pelliculé sécable.
284;PAROXETINE (CHLORHYDRATE DE) équivalant à PAROXETINE 20 mg - DEROXAT 20 mg, comprimé pelliculé sécable.
284;PAROXETINE (CHLORHYDRATE DE) équivalant à PAROXETINE 20 mg - DEROXAT 20 mg, comprimé pelliculé sécable.
284;PAROXETINE (CHLORHYDRATE DE) équivalant à PAROXETINE 20 mg - DEROXAT 20 mg, comprimé pelliculé sécable.
284;PAROXETINE (CHLORHYDRATE DE) équivalant à PAROXETINE 20 mg - DEROXAT 20 mg, comprimé pelliculé sécable.
285;FLUVOXAMINE (MALEATE DE) 50 mg - FLOXYFRAL 50 mg, comprimé pelliculé sécable.
285;FLUVOXAMINE (MALEATE DE) 50 mg - FLOXYFRAL 50 mg, comprimé pelliculé sécable.
285;FLUVOXAMINE (MALEATE DE) 50 mg - FLOXYFRAL 50 mg, comprimé pelliculé sécable.
285;FLUVOXAMINE (MALEATE DE) 50 mg - FLOXYFRAL 50 mg, comprimé pelliculé sécable.
286;FLUVOXAMINE (MALEATE DE) 100 mg - FLOXYFRAL 100 mg, comprimé pelliculé sécable.
286;FLUVOXAMINE (MALEATE DE) 100 mg - FLOXYFRAL 100 mg, comprimé pelliculé sécable.
286;FLUVOXAMINE (MALEATE DE) 100 mg - FLOXYFRAL 100 mg, comprimé pelliculé sécable.
286;FLUVOXAMINE (MALEATE DE) 100 mg - FLOXYFRAL 100 mg, comprimé pelliculé sécable.
288;MIANSERINE (CHLORHYDRATE DE) 10 mg - ATHYMIL 10 mg, comprimé pelliculé
288;MIANSERINE (CHLORHYDRATE DE) 10 mg - ATHYMIL 10 mg, comprimé pelliculé
288;MIANSERINE (CHLORHYDRATE DE) 10 mg - ATHYMIL 10 mg, comprimé pelliculé
288;MIANSERINE (CHLORHYDRATE DE) 10 mg - ATHYMIL 10 mg, comprimé pelliculé
288;MIANSERINE (CHLORHYDRATE DE) 10 mg - ATHYMIL 10 mg, comprimé pelliculé
288;MIANSERINE (CHLORHYDRATE DE) 10 mg - ATHYMIL 10 mg, comprimé pelliculé
288;MIANSERINE (CHLORHYDRATE DE) 10 mg - ATHYMIL 10 mg, comprimé pelliculé
288;MIANSERINE (CHLORHYDRATE DE) 10 mg - ATHYMIL 10 mg, comprimé pelliculé
288;MIANSERINE (CHLORHYDRATE DE) 10 mg - ATHYMIL 10 mg, comprimé pelliculé
289;MIANSERINE (CHLORHYDRATE DE) 30 mg - ATHYMIL 30 mg, comprimé pelliculé
289;MIANSERINE (CHLORHYDRATE DE) 30 mg - ATHYMIL 30 mg, comprimé pelliculé
289;MIANSERINE (CHLORHYDRATE DE) 30 mg - ATHYMIL 30 mg, comprimé pelliculé
289;MIANSERINE (CHLORHYDRATE DE) 30 mg - ATHYMIL 30 mg, comprimé pelliculé
289;MIANSERINE (CHLORHYDRATE DE) 30 mg - ATHYMIL 30 mg, comprimé pelliculé
289;MIANSERINE (CHLORHYDRATE DE) 30 mg - ATHYMIL 30 mg, comprimé pelliculé
289;MIANSERINE (CHLORHYDRATE DE) 30 mg - ATHYMIL 30 mg, comprimé pelliculé
289;MIANSERINE (CHLORHYDRATE DE) 30 mg - ATHYMIL 30 mg, comprimé pelliculé
289;MIANSERINE (CHLORHYDRATE DE) 30 mg - ATHYMIL 30 mg, comprimé pelliculé
290;MIANSERINE (CHLORHYDRATE DE) 60 mg - ATHYMIL 60 mg, comprimé pelliculé sécable
290;MIANSERINE (CHLORHYDRATE DE) 60 mg - ATHYMIL 60 mg, comprimé pelliculé sécable
290;MIANSERINE (CHLORHYDRATE DE) 60 mg - ATHYMIL 60 mg, comprimé pelliculé sécable
290;MIANSERINE (CHLORHYDRATE DE) 60 mg - ATHYMIL 60 mg, comprimé pelliculé sécable
290;MIANSERINE (CHLORHYDRATE DE) 60 mg - ATHYMIL 60 mg, comprimé pelliculé sécable
290;MIANSERINE (CHLORHYDRATE DE) 60 mg - ATHYMIL 60 mg, comprimé pelliculé sécable
290;MIANSERINE (CHLORHYDRATE DE) 60 mg - ATHYMIL 60 mg, comprimé pelliculé sécable
290;MIANSERINE (CHLORHYDRATE DE) 60 mg - ATHYMIL 60 mg, comprimé pelliculé sécable
290;MIANSERINE (CHLORHYDRATE DE) 60 mg - ATHYMIL 60 mg, comprimé pelliculé sécable
291;PIRACETAM 20 g/100 ml - NOOTROPYL 20 %, solution buvable.
291;PIRACETAM 20 g/100 ml - NOOTROPYL 20 %, solution buvable.
291;PIRACETAM 20 g/100 ml - NOOTROPYL 20 %, solution buvable.
291;PIRACETAM 20 g/100 ml - NOOTROPYL 20 %, solution buvable.
292;PIRACETAM 400 mg - NOOTROPYL 400 mg, gélule
292;PIRACETAM 400 mg - NOOTROPYL 400 mg, gélule
292;PIRACETAM 400 mg - NOOTROPYL 400 mg, gélule
293;PIRACETAM 800 mg - NOOTROPYL 800 mg, comprimé pelliculé
293;PIRACETAM 800 mg - NOOTROPYL 800 mg, comprimé pelliculé
293;PIRACETAM 800 mg - NOOTROPYL 800 mg, comprimé pelliculé
293;PIRACETAM 800 mg - NOOTROPYL 800 mg, comprimé pelliculé
293;PIRACETAM 800 mg - NOOTROPYL 800 mg, comprimé pelliculé
